
Due to MODULEPATH changes, the following have been reloaded:
  1) libfabric/1.19.0

The following have been reloaded with a version change:
  1) hwloc/2.7.2 => hwloc/2.9.2

CPU count: 40
   	      	                     communication                     	                         energy                        
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg   	gen	max   	min    	nevals	std    	time   	avg    	gen	max    	min    	nevals	std    	time   
0  	1024  	91.367	0  	92.751	78.7116	1024  	1.30006	1.01404	226.577	0  	268.559	206.681	1024  	13.9437	1.01404
1  	1024  	36.3032	1  	38.2734	27.3669	1024  	1.49738	1.98837	191.725	1  	215.892	183.574	1024  	6.30671	1.98837
2  	1024  	102.478	2  	109.464	85.5802	1024  	6.19343	2.65317	214.563	2  	244.863	208.826	1024  	6.58368	2.65317
3  	1024  	51.2859	3  	54.0251	43.2533	1024  	2.1448 	2.67942	198.297	3  	231.757	192.799	1024  	6.73021	2.67942
4  	1024  	62.1788	4  	65.9229	51.7446	1024  	2.78973	2.57269	213.833	4  	244.791	210.151	1024  	5.41924	2.57269
5  	1024  	43.8481	5  	47.5336	36.2954	1024  	3.23389	2.18921	192.567	5  	208.165	189.3  	1024  	3.94127	2.18921
6  	1024  	5.7842 	6  	6.50259	4.70195	1024  	0.615096	1.54006	182.038	6  	193.822	177.847	1024  	4.64254	1.54006
7  	1024  	11.6899	7  	14.0441	8.02129	1024  	1.67891 	1.51552	183.453	7  	196.429	179.825	1024  	4.04414	1.51552
8  	1024  	11.6324	8  	13.0186	9.10299	1024  	0.984403	1.59533	186.023	8  	203.805	182.803	1024  	3.64153	1.59533
9  	1024  	35.8563	9  	41.0377	31.2107	1024  	2.63697 	1.87101	190.98 	9  	197.272	187.451	1024  	3.47506	1.87101
10 	1024  	55.5393	10 	64.6589	42.5496	1024  	3.85529 	2.11345	193.7  	10 	210.775	191.542	1024  	2.4994 	2.11345
11 	1024  	43.7705	11 	46.696 	38.7054	1024  	2.35605 	2.17498	197.799	11 	213.323	195.532	1024  	2.67156	2.17498
12 	1024  	22.109 	12 	24.797 	18.5291	1024  	1.99645 	2.01691	183.784	12 	197.728	181.319	1024  	3.08232	2.01691
13 	1024  	34.042 	13 	38.1083	29.4611	1024  	2.7152  	1.99492	190.358	13 	204.13 	187.047	1024  	3.3017 	1.99492
14 	1024  	28.2196	14 	32.333 	23.8303	1024  	2.94988 	2.02061	192.46 	14 	198.174	189.753	1024  	3.02881	2.02061
15 	1024  	41.8177	15 	46.1677	35.728 	1024  	3.35537 	1.99172	191.964	15 	205.542	190.46 	1024  	2.20198	1.99172
16 	1024  	68.9438	16 	73.6424	56.4387	1024  	3.89373 	2.00043	183.437	16 	198.413	181.395	1024  	2.97838	2.00043
17 	1024  	22.3096	17 	24.6972	18.9052	1024  	2.02663 	1.74175	192.871	17 	198.377	190.986	1024  	2.59085	1.74175
18 	1024  	14.5198	18 	16.7511	9.03142	1024  	2.70347 	1.83297	174.628	18 	188.285	172.82 	1024  	2.99295	1.83297
19 	1024  	14.331 	19 	15.0638	11.9654	1024  	0.791635	1.48825	176.943	19 	183.746	174.153	1024  	3.6063 	1.48825
20 	1024  	9.82479	20 	11.9517	6.23995	1024  	1.92674 	1.45064	178.63 	20 	190.591	176.669	1024  	3.09312	1.45064
21 	1024  	10.6718	21 	12.455 	8.60114	1024  	1.40526 	1.44311	165.895	21 	178.154	162.071	1024  	4.62525	1.44311
22 	1024  	40.2136	22 	47.2212	32.8677	1024  	5.25019 	2.21738	197.102	22 	200.847	195.126	1024  	2.38482	2.21738
23 	1024  	33.9471	23 	41.2994	29.5787	1024  	4.13925 	1.98144	193.472	23 	198.264	188.917	1024  	3.74192	1.98144
24 	1024  	31.2031	24 	34.2225	27.9364	1024  	1.83367 	1.62461	177.681	24 	182.995	173.046	1024  	4.18736	1.62461
