
Due to MODULEPATH changes, the following have been reloaded:
  1) libfabric/1.19.0

The following have been reloaded with a version change:
  1) hwloc/2.7.2 => hwloc/2.9.2

CPU count: 40
   	      	                     communication                      	                         energy                         
   	      	--------------------------------------------------------	--------------------------------------------------------
gen	nevals	avg    	gen	max   	min    	nevals	std    	time    	avg    	gen	max    	min    	nevals	std    	time    
0  	1024  	91.4352	0  	92.751	82.0816	1024  	1.11871	0.993301	226.696	0  	268.559	206.741	1024  	13.5018	0.993301
1  	1024  	36.4141	1  	38.2324	28.7758	1024  	1.35226	1.99809 	191.678	1  	220.264	183.589	1024  	6.10371	1.99809 
2  	1024  	102.538	2  	109.619	87.4286	1024  	5.94334	2.32602 	214.96 	2  	250.058	208.824	1024  	6.52818	2.32602 
3  	1024  	51.5143	3  	54.0931	43.2316	1024  	1.93129	2.29999 	197.719	3  	233.599	192.804	1024  	5.54048	2.29999 
4  	1024  	62.7323	4  	66.1137	53.8781	1024  	1.8004 	2.21979 	213.201	4  	243.274	210.151	1024  	3.88483	2.21979 
5  	1024  	44.0674	5  	47.7549	36.5337	1024  	2.63964	1.93711 	192.869	5  	226.21 	189.293	1024  	4.32554	1.93711 
6  	1024  	5.8612 	6  	6.55196	4.44379	1024  	0.605107	1.33304 	181.647	6  	206.09 	177.714	1024  	4.60855	1.33304 
7  	1024  	11.4285	7  	14.4016	8.37364	1024  	1.99931 	1.33991 	184.4  	7  	196.429	179.851	1024  	4.72911	1.33991 
8  	1024  	11.7632	8  	13.1562	9.322  	1024  	1.08222 	1.42881 	185.718	8  	198.936	182.795	1024  	3.78435	1.42881 
9  	1024  	36.6663	9  	41.1158	30.6233	1024  	3.03165 	1.68331 	190.215	9  	205.807	187.504	1024  	3.74671	1.68331 
10 	1024  	55.954 	10 	64.995 	43.1075	1024  	3.77825 	1.8986  	192.589	10 	207.031	191.53 	1024  	2.00123	1.8986  
11 	1024  	44.9934	11 	47.024 	39.565 	1024  	1.88472 	1.92304 	196.827	11 	224.152	195.53 	1024  	2.5649 	1.92304 
12 	1024  	21.9837	12 	24.7225	18.0088	1024  	2.22704 	1.72546 	183.513	12 	197.656	181.357	1024  	3.25975	1.72546 
13 	1024  	34.4765	13 	39.2569	28.6677	1024  	2.38676 	1.78236 	189.87 	13 	204.267	186.975	1024  	3.36953	1.78236 
14 	1024  	27.126 	14 	32.5658	23.8827	1024  	2.75028 	1.74843 	193.154	14 	206.344	189.748	1024  	3.66542	1.74843 
15 	1024  	40.6428	15 	46.098 	35.8827	1024  	2.70021 	1.77113 	192.866	15 	205.744	190.45 	1024  	2.89252	1.77113 
16 	1024  	68.3211	16 	73.6335	56.0815	1024  	3.84377 	1.70025 	183.475	16 	198.882	181.395	1024  	3.27281	1.70025 
17 	1024  	22.3618	17 	24.7553	18.7386	1024  	1.85356 	1.54514 	192.732	17 	206.098	191.005	1024  	2.97986	1.54514 
18 	1024  	13.4999	18 	16.7511	8.88057	1024  	2.90831 	1.49539 	176.018	18 	190.111	172.815	1024  	4.11128	1.49539 
