
Due to MODULEPATH changes, the following have been reloaded:
  1) libfabric/1.19.0

The following have been reloaded with a version change:
  1) hwloc/2.7.2 => hwloc/2.9.2

CPU count: 40
   	      	                         communication                         	                         energy                        
   	      	---------------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max   	min    	nevals	std     	time   	avg    	gen	max    	min    	nevals	std    	time   
43 	1024  	78.6988 	43 	84.5501	71.5056 	1024  	3.23344 	2.44414	201.831	43 	224.8  	201.345	1024  	1.80516 	2.44414
44 	1024  	51.0973 	44 	57.9036	45.0543 	1024  	3.70423 	2.59927	210.456	44 	228.498	209.928	1024  	1.66171 	2.59927
45 	1024  	69.6494 	45 	76.0686	64.4105 	1024  	2.34198 	2.2434 	199.782	45 	218.138	199.435	1024  	1.36075 	2.2434 
46 	1024  	60.1824 	46 	70.5822	52.3978 	1024  	3.97459 	1.95385	192.574	46 	212.314	192.079	1024  	1.48427 	1.95385
47 	1024  	55.4837 	47 	59.1542	48.5955 	1024  	2.01662 	1.9006 	194.069	47 	213.547	192.692	1024  	3.07646 	1.9006 
48 	1024  	39.3028 	48 	45.5384	34.4464 	1024  	2.18301 	1.946  	200.455	48 	218.338	199.653	1024  	2.17798 	1.946  
49 	1024  	47.736  	49 	51.6139	40.3332 	1024  	2.55115 	1.7644 	193.447	49 	209.119	191.745	1024  	2.79733 	1.7644 
50 	1024  	46.4209 	50 	49.8934	42.4403 	1024  	1.34572 	1.53033	176.367	50 	190.127	174.735	1024  	1.66047 	1.53033
51 	1024  	9.56386 	51 	11.5729	8.0999  	1024  	0.744002	1.25768	180.808	51 	194.753	179.564	1024  	2.68127 	1.25768
52 	1024  	12.9641 	52 	16.4256	9.71658 	1024  	1.31149 	1.29873	173.456	52 	187.706	170.61 	1024  	3.96316 	1.29873
53 	1024  	6.48791 	53 	8.41425	4.24608 	1024  	0.959844	1.20932	164.698	53 	172.897	163.126	1024  	3.10364 	1.20932
54 	1024  	7.10724 	54 	9.10697	5.82076 	1024  	0.478287	1.26318	166.233	54 	174.127	164.721	1024  	2.78924 	1.26318
55 	1024  	44.959  	55 	50.2486	34.0891 	1024  	3.04745 	1.59369	183.827	55 	201.339	180.77 	1024  	3.11597 	1.59369
56 	1024  	7.16413 	56 	9.61317	5.75607 	1024  	0.856166	1.41398	170.136	56 	181.397	166.885	1024  	3.66276 	1.41398
57 	1024  	29.9617 	57 	31.683 	28.9449 	1024  	0.802602	1.32291	167.154	57 	170.611	164.616	1024  	2.58457 	1.32291
58 	1024  	205.023 	58 	224.873	170.974 	1024  	10.0584 	1.46837	181.689	58 	203.586	179.68 	1024  	2.67628 	1.46837
59 	1024  	12.3502 	59 	14.632 	9.07587 	1024  	1.01537 	1.36292	174.062	59 	196.101	171.484	1024  	3.29411 	1.36292
60 	1024  	30.2092 	60 	35.6959	26.0869 	1024  	2.08318 	1.76188	187.522	60 	208.683	186.871	1024  	1.85233 	1.76188
61 	1024  	72.6461 	61 	85.9993	66.0146 	1024  	1.46383 	1.68831	192.741	61 	211.224	192.012	1024  	1.57    	1.68831
62 	1024  	38.3712 	62 	42.4868	31.9201 	1024  	1.41432 	1.81644	184.509	62 	201.427	183.806	1024  	2.05778 	1.81644
63 	1024  	80.0523 	63 	91.0655	56.9511 	1024  	12.4789 	1.68723	191.544	63 	206.006	190.963	1024  	1.93526 	1.68723
64 	1024  	30.38   	64 	34.763 	26.1873 	1024  	1.97923 	1.64488	193.59 	64 	207.92 	192.722	1024  	2.30904 	1.64488
65 	1024  	77.192  	65 	94.1779	53.3144 	1024  	9.38444 	1.5988 	182.806	65 	206.222	181.752	1024  	2.95405 	1.5988 
66 	1024  	23.3799 	66 	25.7498	19.2151 	1024  	1.41983 	1.56886	192.274	66 	208.901	190.453	1024  	3.56764 	1.56886
67 	1024  	35.9588 	67 	39.7738	30.9452 	1024  	2.091   	1.88701	186.206	67 	203.757	184.51 	1024  	2.98055 	1.88701
68 	1024  	71.3107 	68 	82.0759	59.8434 	1024  	4.90771 	2.29501	202.116	68 	221.63 	200.551	1024  	2.39692 	2.29501
69 	1024  	90.8981 	69 	106.616	76.5559 	1024  	8.88915 	2.13953	203.165	69 	220.542	201.407	1024  	2.58672 	2.13953
[gen 69] Wrote all fronts to ./results/training/20250907-2340/nsw_Bitbrains_3OS_NSGP2_core_40_run_22_gen_69_fronts.json
