
Due to MODULEPATH changes, the following have been reloaded:
  1) libfabric/1.19.0

The following have been reloaded with a version change:
  1) hwloc/2.7.2 => hwloc/2.9.2

CPU count: 40
   	      	                     communication                     	                         energy                        
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max   	min    	nevals	std    	time   	avg    	gen	max    	min    	nevals	std    	time   
0  	1024  	91.3546	0  	92.751	81.1813	1024  	1.23205	1.21813	226.148	0  	268.559	206.586	1024  	13.0534	1.21813
1  	1024  	36.3331	1  	38.3514	27.5092	1024  	1.36519	2.41454	191.816	1  	220.859	183.589	1024  	6.39395	2.41454
2  	1024  	102.558	2  	109.527	82.7124	1024  	6.0967 	2.80329	214.721	2  	245.28 	208.824	1024  	6.61644	2.80329
3  	1024  	51.4431	3  	54.1873	43.1235	1024  	1.97225	2.70827	197.762	3  	230.594	192.813	1024  	6.1605 	2.70827
4  	1024  	62.3624	4  	66.3727	53.5706	1024  	2.24584	2.63355	213.417	4  	238.149	210.137	1024  	4.9495 	2.63355
5  	1024  	43.9188	5  	47.9195	35.888 	1024  	2.98778	2.3019 	192.146	5  	208.129	189.426	1024  	3.44869	2.3019 
6  	1024  	5.78055	6  	6.55196	4.43713	1024  	0.620288	1.60705	181.576	6  	193.303	177.766	1024  	4.08221	1.60705
7  	1024  	11.3281	7  	14.1691	8.61548	1024  	1.92161 	1.59564	184.103	7  	189.936	179.825	1024  	4.21492	1.59564
8  	1024  	11.5561	8  	13.0186	8.64103	1024  	1.06758 	1.74699	186.053	8  	209.083	182.817	1024  	3.69183	1.74699
9  	1024  	35.8282	9  	41.0877	29.3095	1024  	3.10874 	2.03021	191.036	9  	217.699	187.452	1024  	3.77442	2.03021
10 	1024  	54.4861	10 	64.7399	44.3723	1024  	3.97946 	2.25126	194.426	10 	219.424	191.495	1024  	3.05989	2.25126
11 	1024  	43.9452	11 	46.9052	37.5871	1024  	2.25282 	2.3954 	197.664	11 	213.31 	195.53 	1024  	2.54389	2.3954 
12 	1024  	21.8106	12 	24.5611	17.8832	1024  	1.98735 	2.08496	184    	12 	197.851	181.365	1024  	3.45739	2.08496
13 	1024  	34.1604	13 	37.6799	27.561 	1024  	2.82421 	2.14602	190.36 	13 	205.065	187.044	1024  	3.83404	2.14602
14 	1024  	27.2538	14 	32.2352	22.6805	1024  	2.75494 	2.12146	193.528	14 	207.042	189.748	1024  	3.78419	2.12146
15 	1024  	41.1215	15 	46.098 	34.1158	1024  	3.56188 	2.18527	192.42 	15 	206.273	190.461	1024  	3.14136	2.18527
16 	1024  	69.2943	16 	73.5209	57.7071	1024  	3.87687 	2.09248	183.051	16 	198.449	181.395	1024  	3.04601	2.09248
17 	1024  	22.1337	17 	24.7815	19.1281	1024  	1.7797  	1.84049	193.601	17 	209.241	191.004	1024  	3.4513 	1.84049
18 	1024  	14.4815	18 	16.7511	9.30048	1024  	2.16986 	1.80158	174.703	18 	190.349	172.817	1024  	2.8609 	1.80158
19 	1024  	14.391 	19 	15.3432	12.1   	1024  	0.739435	1.58318	177.342	19 	190.79 	174.179	1024  	3.63844	1.58318
20 	1024  	8.92936	20 	11.7589	4.74677	1024  	1.74782 	1.56359	179.009	20 	190.947	176.608	1024  	2.95158	1.56359
21 	1024  	10.9498	21 	12.5671	8.60114	1024  	1.07995 	1.55824	165.272	21 	178.154	162.06 	1024  	3.92307	1.55824
22 	1024  	40.102 	22 	47.2212	33.8482	1024  	3.99233 	2.37788	196.957	22 	210.997	195.124	1024  	2.26412	2.37788
23 	1024  	35.0457	23 	41.6023	29.7428	1024  	4.0272  	2.1103 	192.185	23 	206.616	188.916	1024  	3.49228	2.1103 
24 	1024  	31.1405	24 	34.2557	28.7302	1024  	1.643   	1.7003 	177.284	24 	190.209	172.955	1024  	3.67154	1.7003 
25 	1024  	0.998433	25 	1.11741	0.558841	1024  	0.0942974	1.40101	166.12 	25 	174.924	162.751	1024  	4.14243	1.40101
26 	1024  	4.92268 	26 	5.73745	3.83527 	1024  	0.517223 	1.48251	181.654	26 	193.182	178.541	1024  	3.2811 	1.48251
27 	1024  	6.07202 	27 	7.228  	4.41726 	1024  	0.660435 	1.65666	176.853	27 	184.496	172.086	1024  	4.11638	1.65666
28 	1024  	29.8188 	28 	36.9741	24.8872 	1024  	3.57178  	2.15349	182.435	28 	195.1  	178.879	1024  	3.08052	2.15349
29 	1024  	52.8483 	29 	59.1184	48.315  	1024  	3.11585  	2.06114	197.257	29 	210.081	194.63 	1024  	3.01208	2.06114
30 	1024  	33.553  	30 	39.1275	26.7022 	1024  	3.16555  	1.90419	188.394	30 	201.794	185.458	1024  	3.09178	1.90419
31 	1024  	13.6192 	31 	16.5303	10.1183 	1024  	1.83384  	1.72876	172.684	31 	184.98 	169.3  	1024  	3.52554	1.72876
32 	1024  	29.2402 	32 	30.5702	27.3347 	1024  	0.560843 	1.68012	173.801	32 	185.654	169.563	1024  	3.90236	1.68012
33 	1024  	6.36623 	33 	7.91839	4.79858 	1024  	0.870246 	1.67438	167.302	33 	179.218	162.889	1024  	3.99457	1.67438
34 	1024  	1.8044  	34 	1.96481	1.51574 	1024  	0.0751858	1.43214	177.516	34 	189.024	173.257	1024  	3.77859	1.43214
35 	1024  	26.1771 	35 	29.525 	21.9619 	1024  	2.3544   	2.334  	196.15 	35 	211.694	193.289	1024  	3.45668	2.334  
36 	1024  	84.0803 	36 	109.009	73.9542 	1024  	7.34884  	2.64731	208.62 	36 	214.243	207.189	1024  	1.86269	2.64731
37 	1024  	130.269 	37 	148.187	113.925 	1024  	6.72997  	2.91816	205.51 	37 	224.335	204.085	1024  	2.36039	2.91816
38 	1024  	63.0777 	38 	69.6678	52.7283 	1024  	4.12745  	2.72698	199.591	38 	218.131	198.007	1024  	2.38374	2.72698
39 	1024  	43.998  	39 	49.6789	36.2729 	1024  	3.8996   	2.39643	191.229	39 	208.755	189.025	1024  	3.15352	2.39643
40 	1024  	86.1392 	40 	97.7472	67.1277 	1024  	8.9783   	2.29682	203.276	40 	220.69 	201.556	1024  	2.8112 	2.29682
41 	1024  	22.8282 	41 	25.483 	20.2419 	1024  	1.4345   	1.65407	183.78 	41 	196.124	181.748	1024  	2.18178	1.65407
42 	1024  	3.11872 	42 	3.99211	2.56572 	1024  	0.23204  	1.47597	176.959	42 	189.266	173.623	1024  	3.05235	1.47597
43 	1024  	78.7804 	43 	84.7332	71.2614 	1024  	3.461    	2.50229	203.296	43 	220.866	201.366	1024  	2.69476	2.50229
44 	1024  	51.6663 	44 	57.7179	41.7509 	1024  	4.20064  	2.55713	211.349	44 	219.103	209.924	1024  	2.32335	2.55713
45 	1024  	70.1439 	45 	76.1212	62.8713 	1024  	3.46372  	2.48163	200.831	45 	217.408	199.453	1024  	2.36212	2.48163
46 	1024  	63.8878 	46 	70.6625	52.0672 	1024  	5.24053  	2.25001	193.78 	46 	201.292	192.215	1024  	2.44471	2.25001
47 	1024  	54.1011 	47 	58.9642	47.0359 	1024  	2.98965  	2.32406	194.752	47 	204.396	192.604	1024  	2.65464	2.32406
48 	1024  	39.5682 	48 	45.6293	33.392  	1024  	3.5613   	2.40589	201.34 	48 	218.028	199.658	1024  	2.50593	2.40589
49 	1024  	46.364  	49 	51.3804	36.9711 	1024  	4.00048  	2.15148	193.442	49 	207.46 	191.83 	1024  	2.24048	2.15148
50 	1024  	45.9498 	50 	50.1448	42.4038 	1024  	1.69458  	1.87518	177.739	50 	192.333	174.747	1024  	3.1462 	1.87518
51 	1024  	9.67112 	51 	11.7524	7.88587 	1024  	1.07471  	1.54954	181.176	51 	194.872	179.603	1024  	3.02729	1.54954
52 	1024  	13.4098 	52 	15.7224	9.06639 	1024  	1.7825   	1.58147	173.603	52 	188.702	170.903	1024  	4.24678	1.58147
53 	1024  	6.26615 	53 	8.33905	3.76222 	1024  	1.27707  	1.464  	166.257	53 	180.15 	163.166	1024  	4.48842	1.464  
54 	1024  	6.9301  	54 	8.97003	5.30624 	1024  	0.878807 	1.59027	167.762	54 	181.027	164.731	1024  	4.2043 	1.59027
55 	1024  	41.6623 	55 	50.6303	31.6646 	1024  	5.5277   	1.90267	183.681	55 	196.155	180.779	1024  	3.19771	1.90267
56 	1024  	7.59208 	56 	9.94573	5.3678  	1024  	1.39765  	1.78077	169.843	56 	176.872	166.885	1024  	4.071  	1.78077
57 	1024  	30.4777 	57 	31.7343	28.6477 	1024  	0.793579 	1.55852	166.663	57 	174.195	164.702	1024  	3.01859	1.55852
58 	1024  	188.157 	58 	196.169	169.535 	1024  	9.30514  	1.78203	181.111	58 	191.608	179.735	1024  	2.36327	1.78203
59 	1024  	11.7618 	59 	14.5462	8.94999 	1024  	1.34932  	1.65807	173.564	59 	180.317	171.55 	1024  	2.64313	1.65807
60 	1024  	30.9574 	60 	34.5638	25.1045 	1024  	2.44692  	2.11989	188.512	60 	203.844	186.964	1024  	2.58636	2.11989
61 	1024  	73.1978 	61 	76.1555	67.1985 	1024  	2.09366  	1.99332	193.433	61 	207.987	192.042	1024  	2.08242	1.99332
62 	1024  	37.8354 	62 	42.1455	31.5377 	1024  	2.4489   	2.00842	185.043	62 	193.044	183.805	1024  	1.90858	2.00842
